codigo_onibus,distancia_percorrida,segundos_deslocamento,velocidade_media,dist_km
11059,0.0,0.0,0.0,0.0
11060,0.0,0.0,0.0,0.0
11062,0.0,0.0,0.0,0.0
11066,0.0,0.0,0.0,0.0
11067,0.0,0.0,0.0,0.0
11068,0.0,0.0,0.0,0.0
11069,0.0,0.0,0.0,0.0
11070,0.0,0.0,0.0,0.0
11071,0.0,0.0,0.0,0.0
11072,0.0,0.0,0.0,0.0
11074,0.0,0.0,0.0,0.0
11077,0.0,0.0,0.0,0.0
11078,0.0,0.0,0.0,0.0
11079,0.0,0.0,0.0,0.0
11080,0.0,0.0,0.0,0.0
11081,0.0,0.0,0.0,0.0
11082,0.0,0.0,0.0,0.0
11083,0.0,0.0,0.0,0.0
11084,0.0,0.0,0.0,0.0
11085,0.0,0.0,0.0,0.0
11087,0.0,0.0,0.0,0.0
11088,0.0,0.0,0.0,0.0
11089,0.0,0.0,0.0,0.0
11090,0.0,0.0,0.0,0.0
11092,0.0,0.0,0.0,0.0
11093,0.0,0.0,0.0,0.0
11094,0.0,0.0,0.0,0.0
11095,0.0,0.0,0.0,0.0
11096,0.0,0.0,0.0,0.0
11097,0.0,0.0,0.0,0.0
11098,0.0,0.0,0.0,0.0
11100,0.0,0.0,0.0,0.0
11101,0.0,0.0,0.0,0.0
11102,0.0,0.0,0.0,0.0
11103,0.0,0.0,0.0,0.0
11104,0.0,0.0,0.0,0.0
11105,0.0,0.0,0.0,0.0
11106,0.0,0.0,0.0,0.0
11107,0.0,0.0,0.0,0.0
11108,0.0,0.0,0.0,0.0
11109,0.0,0.0,0.0,0.0
11112,0.0,0.0,0.0,0.0
11113,0.0,0.0,0.0,0.0
11114,0.0,0.0,0.0,0.0
11115,0.0,0.0,0.0,0.0
11439,0.0,0.0,0.0,0.0
11440,0.0,0.0,0.0,0.0
11441,0.0,0.0,0.0,0.0
11443,0.0,0.0,0.0,0.0
11444,0.0,0.0,0.0,0.0
11445,0.0,0.0,0.0,0.0
11446,0.0,0.0,0.0,0.0
11447,0.0,0.0,0.0,0.0
11450,0.0,0.0,0.0,0.0
11451,0.0,0.0,0.0,0.0
11453,0.0,0.0,0.0,0.0
11454,0.0,0.0,0.0,0.0
11455,0.0,0.0,0.0,0.0
11457,0.0,0.0,0.0,0.0
11458,0.0,0.0,0.0,0.0
11462,0.0,0.0,0.0,0.0
11465,0.0,0.0,0.0,0.0
11470,0.0,0.0,0.0,0.0
11473,0.0,0.0,0.0,0.0
11474,0.0,0.0,0.0,0.0
11477,0.0,0.0,0.0,0.0
11478,0.0,0.0,0.0,0.0
11479,0.0,0.0,0.0,0.0
11480,0.0,0.0,0.0,0.0
11501,0.0,0.0,0.0,0.0
11502,0.0,0.0,0.0,0.0
11503,0.0,0.0,0.0,0.0
11504,0.0,0.0,0.0,0.0
11505,0.0,0.0,0.0,0.0
11506,0.0,0.0,0.0,0.0
11507,0.0,0.0,0.0,0.0
11508,0.0,0.0,0.0,0.0
11509,0.0,0.0,0.0,0.0
11514,0.0,0.0,0.0,0.0
11515,0.0,0.0,0.0,0.0
11516,0.0,0.0,0.0,0.0
11517,0.0,0.0,0.0,0.0
11518,0.0,0.0,0.0,0.0
11519,0.0,0.0,0.0,0.0
11520,0.0,0.0,0.0,0.0
11521,0.0,0.0,0.0,0.0
11522,0.0,0.0,0.0,0.0
11523,0.0,0.0,0.0,0.0
11524,0.0,0.0,0.0,0.0
11525,0.0,0.0,0.0,0.0
11526,0.0,0.0,0.0,0.0
11527,0.0,0.0,0.0,0.0
11531,0.0,0.0,0.0,0.0
11532,0.0,0.0,0.0,0.0
11533,0.0,0.0,0.0,0.0
11534,0.0,0.0,0.0,0.0
11535,0.0,0.0,0.0,0.0
11536,0.0,0.0,0.0,0.0
11537,0.0,0.0,0.0,0.0
11538,0.0,0.0,0.0,0.0
11539,0.0,0.0,0.0,0.0
11561,0.0,0.0,0.0,0.0
11562,0.0,0.0,0.0,0.0
11563,0.0,0.0,0.0,0.0
11564,0.0,0.0,0.0,0.0
11566,0.0,0.0,0.0,0.0
11567,0.0,0.0,0.0,0.0
11568,0.0,0.0,0.0,0.0
11569,0.0,0.0,0.0,0.0
11570,0.0,0.0,0.0,0.0
11571,0.0,0.0,0.0,0.0
11572,0.0,0.0,0.0,0.0
11573,0.0,0.0,0.0,0.0
11574,0.0,0.0,0.0,0.0
11576,0.0,0.0,0.0,0.0
11577,0.0,0.0,0.0,0.0
11578,0.0,0.0,0.0,0.0
11579,0.0,0.0,0.0,0.0
11580,0.0,0.0,0.0,0.0
11661,0.0,0.0,0.0,0.0
11662,0.0,0.0,0.0,0.0
11663,0.0,0.0,0.0,0.0
11664,0.0,0.0,0.0,0.0
11666,0.0,0.0,0.0,0.0
11667,0.0,0.0,0.0,0.0
11668,0.0,0.0,0.0,0.0
11670,0.0,0.0,0.0,0.0
11671,0.0,0.0,0.0,0.0
11672,0.0,0.0,0.0,0.0
11673,0.0,0.0,0.0,0.0
11674,0.0,0.0,0.0,0.0
11675,0.0,0.0,0.0,0.0
11676,0.0,0.0,0.0,0.0
11677,0.0,0.0,0.0,0.0
11678,0.0,0.0,0.0,0.0
11679,0.0,0.0,0.0,0.0
11682,0.0,0.0,0.0,0.0
11683,0.0,0.0,0.0,0.0
11684,0.0,0.0,0.0,0.0
11686,0.0,0.0,0.0,0.0
11687,0.0,0.0,0.0,0.0
11688,0.0,0.0,0.0,0.0
11689,0.0,0.0,0.0,0.0
11690,0.0,0.0,0.0,0.0
11691,0.0,0.0,0.0,0.0
11692,0.0,0.0,0.0,0.0
11693,0.0,0.0,0.0,0.0
11694,0.0,0.0,0.0,0.0
11695,0.0,0.0,0.0,0.0
11696,0.0,0.0,0.0,0.0
11698,0.0,0.0,0.0,0.0
11700,0.0,0.0,0.0,0.0
11701,0.0,0.0,0.0,0.0
11702,0.0,0.0,0.0,0.0
11703,0.0,0.0,0.0,0.0
11704,0.0,0.0,0.0,0.0
11705,0.0,0.0,0.0,0.0
11706,0.0,0.0,0.0,0.0
11707,0.0,0.0,0.0,0.0
11708,0.0,0.0,0.0,0.0
11710,0.0,0.0,0.0,0.0
11711,0.0,0.0,0.0,0.0
11712,0.0,0.0,0.0,0.0
11713,0.0,0.0,0.0,0.0
11714,0.0,0.0,0.0,0.0
11715,0.0,0.0,0.0,0.0
11716,0.0,0.0,0.0,0.0
11718,0.0,0.0,0.0,0.0
11719,0.0,0.0,0.0,0.0
11720,0.0,0.0,0.0,0.0
11721,0.0,0.0,0.0,0.0
11722,0.0,0.0,0.0,0.0
11724,0.0,0.0,0.0,0.0
11725,0.0,0.0,0.0,0.0
11726,0.0,0.0,0.0,0.0
11727,0.0,0.0,0.0,0.0
11728,0.0,0.0,0.0,0.0
11729,0.0,0.0,0.0,0.0
11730,0.0,0.0,0.0,0.0
11731,0.0,0.0,0.0,0.0
11734,0.0,0.0,0.0,0.0
11735,0.0,0.0,0.0,0.0
11736,0.0,0.0,0.0,0.0
11737,0.0,0.0,0.0,0.0
11738,0.0,0.0,0.0,0.0
11739,0.0,0.0,0.0,0.0
11740,0.0,0.0,0.0,0.0
11741,0.0,0.0,0.0,0.0
11742,0.0,0.0,0.0,0.0
11743,0.0,0.0,0.0,0.0
11744,0.0,0.0,0.0,0.0
11746,0.0,0.0,0.0,0.0
11748,0.0,0.0,0.0,0.0
11749,0.0,0.0,0.0,0.0
11750,0.0,0.0,0.0,0.0
11751,0.0,0.0,0.0,0.0
11753,0.0,0.0,0.0,0.0
11756,0.0,0.0,0.0,0.0
11757,0.0,0.0,0.0,0.0
11759,0.0,0.0,0.0,0.0
11760,0.0,0.0,0.0,0.0
11762,0.0,0.0,0.0,0.0
11763,0.0,0.0,0.0,0.0
11765,0.0,0.0,0.0,0.0
11766,0.0,0.0,0.0,0.0
11767,0.0,0.0,0.0,0.0
11768,0.0,0.0,0.0,0.0
11769,0.0,0.0,0.0,0.0
11770,0.0,0.0,0.0,0.0
11772,0.0,0.0,0.0,0.0
11773,0.0,0.0,0.0,0.0
11774,0.0,0.0,0.0,0.0
11777,0.0,0.0,0.0,0.0
11778,0.0,0.0,0.0,0.0
11779,0.0,0.0,0.0,0.0
11780,0.0,0.0,0.0,0.0
11781,0.0,0.0,0.0,0.0
11782,0.0,0.0,0.0,0.0
11783,0.0,0.0,0.0,0.0
11785,0.0,0.0,0.0,0.0
11786,0.0,0.0,0.0,0.0
11787,0.0,0.0,0.0,0.0
11788,0.0,0.0,0.0,0.0
11789,0.0,0.0,0.0,0.0
11790,0.0,0.0,0.0,0.0
11791,0.0,0.0,0.0,0.0
11792,0.0,0.0,0.0,0.0
11793,0.0,0.0,0.0,0.0
11794,0.0,0.0,0.0,0.0
11795,0.0,0.0,0.0,0.0
11796,0.0,0.0,0.0,0.0
11797,0.0,0.0,0.0,0.0
11798,0.0,0.0,0.0,0.0
11799,0.0,0.0,0.0,0.0
11801,0.0,0.0,0.0,0.0
11802,0.0,0.0,0.0,0.0
11803,0.0,0.0,0.0,0.0
11805,0.0,0.0,0.0,0.0
11806,0.0,0.0,0.0,0.0
11807,0.0,0.0,0.0,0.0
11809,0.0,0.0,0.0,0.0
11810,0.0,0.0,0.0,0.0
11811,0.0,0.0,0.0,0.0
11812,0.0,0.0,0.0,0.0
11813,0.0,0.0,0.0,0.0
11814,0.0,0.0,0.0,0.0
11815,0.0,0.0,0.0,0.0
11816,0.0,0.0,0.0,0.0
11818,0.0,0.0,0.0,0.0
11819,0.0,0.0,0.0,0.0
11820,0.0,0.0,0.0,0.0
11821,0.0,0.0,0.0,0.0
11822,0.0,0.0,0.0,0.0
11823,0.0,0.0,0.0,0.0
11824,0.0,0.0,0.0,0.0
11825,0.0,0.0,0.0,0.0
11826,0.0,0.0,0.0,0.0
11827,0.0,0.0,0.0,0.0
11828,0.0,0.0,0.0,0.0
11829,0.0,0.0,0.0,0.0
11830,0.0,0.0,0.0,0.0
11833,0.0,0.0,0.0,0.0
11834,0.0,0.0,0.0,0.0
11835,0.0,0.0,0.0,0.0
11836,0.0,0.0,0.0,0.0
11837,0.0,0.0,0.0,0.0
11839,0.0,0.0,0.0,0.0
11840,0.0,0.0,0.0,0.0
11842,0.0,0.0,0.0,0.0
11843,0.0,0.0,0.0,0.0
11844,0.0,0.0,0.0,0.0
11845,0.0,0.0,0.0,0.0
11846,0.0,0.0,0.0,0.0
11847,0.0,0.0,0.0,0.0
11848,0.0,0.0,0.0,0.0
11849,0.0,0.0,0.0,0.0
11850,0.0,0.0,0.0,0.0
11851,0.0,0.0,0.0,0.0
11852,0.0,0.0,0.0,0.0
11853,0.0,0.0,0.0,0.0
11854,0.0,0.0,0.0,0.0
11855,0.0,0.0,0.0,0.0
11856,0.0,0.0,0.0,0.0
11857,0.0,0.0,0.0,0.0
11858,0.0,0.0,0.0,0.0
11859,0.0,0.0,0.0,0.0
11861,0.0,0.0,0.0,0.0
11862,0.0,0.0,0.0,0.0
11864,0.0,0.0,0.0,0.0
11865,0.0,0.0,0.0,0.0
11866,0.0,0.0,0.0,0.0
11867,0.0,0.0,0.0,0.0
11868,0.0,0.0,0.0,0.0
11869,0.0,0.0,0.0,0.0
11870,0.0,0.0,0.0,0.0
11871,0.0,0.0,0.0,0.0
11872,0.0,0.0,0.0,0.0
11873,0.0,0.0,0.0,0.0
11874,0.0,0.0,0.0,0.0
11875,0.0,0.0,0.0,0.0
11876,0.0,0.0,0.0,0.0
11877,0.0,0.0,0.0,0.0
11878,0.0,0.0,0.0,0.0
11879,0.0,0.0,0.0,0.0
11882,0.0,0.0,0.0,0.0
11883,0.0,0.0,0.0,0.0
11884,0.0,0.0,0.0,0.0
11885,0.0,0.0,0.0,0.0
11886,0.0,0.0,0.0,0.0
11887,0.0,0.0,0.0,0.0
11888,0.0,0.0,0.0,0.0
11890,0.0,0.0,0.0,0.0
11891,0.0,0.0,0.0,0.0
11893,0.0,0.0,0.0,0.0
11894,0.0,0.0,0.0,0.0
11895,0.0,0.0,0.0,0.0
11896,0.0,0.0,0.0,0.0
11898,0.0,0.0,0.0,0.0
11899,0.0,0.0,0.0,0.0
11901,0.0,0.0,0.0,0.0
11902,0.0,0.0,0.0,0.0
11903,0.0,0.0,0.0,0.0
11904,0.0,0.0,0.0,0.0
11905,0.0,0.0,0.0,0.0
11906,0.0,0.0,0.0,0.0
11907,0.0,0.0,0.0,0.0
11908,0.0,0.0,0.0,0.0
11909,0.0,0.0,0.0,0.0
11960,0.0,0.0,0.0,0.0
11961,0.0,0.0,0.0,0.0
11962,0.0,0.0,0.0,0.0
11964,0.0,0.0,0.0,0.0
11965,0.0,0.0,0.0,0.0
11969,0.0,0.0,0.0,0.0
11982,0.0,0.0,0.0,0.0
11987,0.0,0.0,0.0,0.0
11995,0.0,0.0,0.0,0.0
11996,0.0,0.0,0.0,0.0
11997,0.0,0.0,0.0,0.0
11998,0.0,0.0,0.0,0.0
12425,0.0,0.0,0.0,0.0
12427,0.0,0.0,0.0,0.0
12428,0.0,0.0,0.0,0.0
12429,0.0,0.0,0.0,0.0
12431,0.0,0.0,0.0,0.0
12432,0.0,0.0,0.0,0.0
12434,0.0,0.0,0.0,0.0
12467,0.0,0.0,0.0,0.0
12469,0.0,0.0,0.0,0.0
12470,0.0,0.0,0.0,0.0
12471,0.0,0.0,0.0,0.0
12472,0.0,0.0,0.0,0.0
12475,0.0,0.0,0.0,0.0
12478,0.0,0.0,0.0,0.0
12520,0.0,0.0,0.0,0.0
12533,0.0,0.0,0.0,0.0
12534,0.0,0.0,0.0,0.0
12554,0.0,0.0,0.0,0.0
12555,0.0,0.0,0.0,0.0
12556,0.0,0.0,0.0,0.0
12592,0.0,0.0,0.0,0.0
12595,0.0,0.0,0.0,0.0
12596,0.0,0.0,0.0,0.0
12599,0.0,0.0,0.0,0.0
12601,0.0,0.0,0.0,0.0
12607,0.0,0.0,0.0,0.0
12608,0.0,0.0,0.0,0.0
12609,0.0,0.0,0.0,0.0
12610,0.0,0.0,0.0,0.0
12611,0.0,0.0,0.0,0.0
12612,0.0,0.0,0.0,0.0
12613,0.0,0.0,0.0,0.0
12614,0.0,0.0,0.0,0.0
12615,0.0,0.0,0.0,0.0
12616,0.0,0.0,0.0,0.0
12644,0.0,0.0,0.0,0.0
12645,0.0,0.0,0.0,0.0
12646,0.0,0.0,0.0,0.0
12668,0.0,0.0,0.0,0.0
12676,0.0,0.0,0.0,0.0
12677,0.0,0.0,0.0,0.0
12679,0.0,0.0,0.0,0.0
12680,0.0,0.0,0.0,0.0
12681,0.0,0.0,0.0,0.0
12682,0.0,0.0,0.0,0.0
12683,0.0,0.0,0.0,0.0
12684,0.0,0.0,0.0,0.0
12685,0.0,0.0,0.0,0.0
12686,0.0,0.0,0.0,0.0
12687,0.0,0.0,0.0,0.0
12688,0.0,0.0,0.0,0.0
12690,0.0,0.0,0.0,0.0
12692,0.0,0.0,0.0,0.0
12783,0.0,0.0,0.0,0.0
13522,0.0,0.0,0.0,0.0
13523,0.0,0.0,0.0,0.0
13525,0.0,0.0,0.0,0.0
13527,0.0,0.0,0.0,0.0
13528,0.0,0.0,0.0,0.0
13530,0.0,0.0,0.0,0.0
13531,0.0,0.0,0.0,0.0
13548,0.0,0.0,0.0,0.0
13549,0.0,0.0,0.0,0.0
13639,0.0,0.0,0.0,0.0
13640,0.0,0.0,0.0,0.0
13641,0.0,0.0,0.0,0.0
13670,0.0,0.0,0.0,0.0
13671,0.0,0.0,0.0,0.0
13672,0.0,0.0,0.0,0.0
13673,0.0,0.0,0.0,0.0
13674,0.0,0.0,0.0,0.0
13675,0.0,0.0,0.0,0.0
13781,0.0,0.0,0.0,0.0
15001,0.0,0.0,0.0,0.0
15004,0.0,0.0,0.0,0.0
15005,0.0,0.0,0.0,0.0
15007,0.0,0.0,0.0,0.0
15011,0.0,0.0,0.0,0.0
15022,0.0,0.0,0.0,0.0
15039,0.0,0.0,0.0,0.0
15040,0.0,0.0,0.0,0.0
15041,0.0,0.0,0.0,0.0
15043,0.0,0.0,0.0,0.0
15051,0.0,0.0,0.0,0.0
15063,0.0,0.0,0.0,0.0
15065,0.0,0.0,0.0,0.0
15067,0.0,0.0,0.0,0.0
15078,0.0,0.0,0.0,0.0
15081,0.0,0.0,0.0,0.0
15100,0.0,0.0,0.0,0.0
15110,0.0,0.0,0.0,0.0
15117,0.0,0.0,0.0,0.0
15124,0.0,0.0,0.0,0.0
15126,0.0,0.0,0.0,0.0
15138,0.0,0.0,0.0,0.0
15152,0.0,0.0,0.0,0.0
15154,0.0,0.0,0.0,0.0
15161,0.0,0.0,0.0,0.0
15162,0.0,0.0,0.0,0.0
15168,0.0,0.0,0.0,0.0
15169,0.0,0.0,0.0,0.0
15171,0.0,0.0,0.0,0.0
15173,0.0,0.0,0.0,0.0
15174,0.0,0.0,0.0,0.0
15176,0.0,0.0,0.0,0.0
15177,0.0,0.0,0.0,0.0
15178,0.0,0.0,0.0,0.0
15179,0.0,0.0,0.0,0.0
15180,0.0,0.0,0.0,0.0
15183,0.0,0.0,0.0,0.0
15184,0.0,0.0,0.0,0.0
15187,0.0,0.0,0.0,0.0
15189,0.0,0.0,0.0,0.0
15194,0.0,0.0,0.0,0.0
15195,0.0,0.0,0.0,0.0
15196,0.0,0.0,0.0,0.0
15197,0.0,0.0,0.0,0.0
15199,0.0,0.0,0.0,0.0
15200,0.0,0.0,0.0,0.0
15201,0.0,0.0,0.0,0.0
15202,0.0,0.0,0.0,0.0
15203,0.0,0.0,0.0,0.0
15205,0.0,0.0,0.0,0.0
15207,0.0,0.0,0.0,0.0
15208,0.0,0.0,0.0,0.0
15209,0.0,0.0,0.0,0.0
15210,0.0,0.0,0.0,0.0
15212,0.0,0.0,0.0,0.0
15219,0.0,0.0,0.0,0.0
15221,0.0,0.0,0.0,0.0
15222,0.0,0.0,0.0,0.0
15223,0.0,0.0,0.0,0.0
15224,0.0,0.0,0.0,0.0
15227,0.0,0.0,0.0,0.0
15228,0.0,0.0,0.0,0.0
15230,0.0,0.0,0.0,0.0
15231,0.0,0.0,0.0,0.0
15233,0.0,0.0,0.0,0.0
15235,0.0,0.0,0.0,0.0
15236,0.0,0.0,0.0,0.0
15237,0.0,0.0,0.0,0.0
15239,0.0,0.0,0.0,0.0
15241,0.0,0.0,0.0,0.0
15242,0.0,0.0,0.0,0.0
15244,0.0,0.0,0.0,0.0
15245,0.0,0.0,0.0,0.0
15246,0.0,0.0,0.0,0.0
15247,0.0,0.0,0.0,0.0
15249,0.0,0.0,0.0,0.0
15250,0.0,0.0,0.0,0.0
15253,0.0,0.0,0.0,0.0
15255,0.0,0.0,0.0,0.0
15256,0.0,0.0,0.0,0.0
15257,0.0,0.0,0.0,0.0
15258,0.0,0.0,0.0,0.0
15259,0.0,0.0,0.0,0.0
15260,0.0,0.0,0.0,0.0
15262,0.0,0.0,0.0,0.0
15263,0.0,0.0,0.0,0.0
15264,0.0,0.0,0.0,0.0
15266,0.0,0.0,0.0,0.0
16001,0.0,0.0,0.0,0.0
16003,0.0,0.0,0.0,0.0
16004,0.0,0.0,0.0,0.0
16005,0.0,0.0,0.0,0.0
16006,0.0,0.0,0.0,0.0
16007,0.0,0.0,0.0,0.0
16008,0.0,0.0,0.0,0.0
16009,0.0,0.0,0.0,0.0
16010,0.0,0.0,0.0,0.0
16012,0.0,0.0,0.0,0.0
16014,0.0,0.0,0.0,0.0
16015,0.0,0.0,0.0,0.0
16016,0.0,0.0,0.0,0.0
16017,0.0,0.0,0.0,0.0
16018,0.0,0.0,0.0,0.0
16019,0.0,0.0,0.0,0.0
16020,0.0,0.0,0.0,0.0
16021,0.0,0.0,0.0,0.0
16023,0.0,0.0,0.0,0.0
16024,0.0,0.0,0.0,0.0
16026,0.0,0.0,0.0,0.0
16027,0.0,0.0,0.0,0.0
16028,0.0,0.0,0.0,0.0
16029,0.0,0.0,0.0,0.0
16030,0.0,0.0,0.0,0.0
16032,0.0,0.0,0.0,0.0
16034,0.0,0.0,0.0,0.0
16035,0.0,0.0,0.0,0.0
16036,0.0,0.0,0.0,0.0
16037,0.0,0.0,0.0,0.0
16038,0.0,0.0,0.0,0.0
16041,0.0,0.0,0.0,0.0
16042,0.0,0.0,0.0,0.0
16044,0.0,0.0,0.0,0.0
16045,0.0,0.0,0.0,0.0
16049,0.0,0.0,0.0,0.0
16050,0.0,0.0,0.0,0.0
16054,0.0,0.0,0.0,0.0
16055,0.0,0.0,0.0,0.0
16056,0.0,0.0,0.0,0.0
16057,0.0,0.0,0.0,0.0
16058,0.0,0.0,0.0,0.0
16061,0.0,0.0,0.0,0.0
16062,0.0,0.0,0.0,0.0
16063,0.0,0.0,0.0,0.0
16064,0.0,0.0,0.0,0.0
16065,0.0,0.0,0.0,0.0
16071,0.0,0.0,0.0,0.0
16072,0.0,0.0,0.0,0.0
16073,0.0,0.0,0.0,0.0
16075,0.0,0.0,0.0,0.0
16078,0.0,0.0,0.0,0.0
16079,0.0,0.0,0.0,0.0
16082,0.0,0.0,0.0,0.0
16084,0.0,0.0,0.0,0.0
16085,0.0,0.0,0.0,0.0
16086,0.0,0.0,0.0,0.0
16087,0.0,0.0,0.0,0.0
16089,0.0,0.0,0.0,0.0
16090,0.0,0.0,0.0,0.0
16091,0.0,0.0,0.0,0.0
16092,0.0,0.0,0.0,0.0
16093,0.0,0.0,0.0,0.0
16094,0.0,0.0,0.0,0.0
16095,0.0,0.0,0.0,0.0
16096,0.0,0.0,0.0,0.0
16097,0.0,0.0,0.0,0.0
16098,0.0,0.0,0.0,0.0
16099,0.0,0.0,0.0,0.0
16100,0.0,0.0,0.0,0.0
16102,0.0,0.0,0.0,0.0
16109,0.0,0.0,0.0,0.0
16110,0.0,0.0,0.0,0.0
16111,0.0,0.0,0.0,0.0
16116,0.0,0.0,0.0,0.0
16119,0.0,0.0,0.0,0.0
16121,0.0,0.0,0.0,0.0
16122,0.0,0.0,0.0,0.0
16123,0.0,0.0,0.0,0.0
16124,0.0,0.0,0.0,0.0
16125,0.0,0.0,0.0,0.0
16127,0.0,0.0,0.0,0.0
16128,0.0,0.0,0.0,0.0
16130,0.0,0.0,0.0,0.0
16132,0.0,0.0,0.0,0.0
16135,0.0,0.0,0.0,0.0
16138,0.0,0.0,0.0,0.0
16140,0.0,0.0,0.0,0.0
16146,0.0,0.0,0.0,0.0
16150,0.0,0.0,0.0,0.0
16153,0.0,0.0,0.0,0.0
16154,0.0,0.0,0.0,0.0
